TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
18,TRAIN,NS13,65837,162912
6,TRAIN,CC24,848,16307
6,TRAIN,NE5,814,5786
15,TRAIN,DT3,8310,5940
9,TRAIN,DT29,12499,3676
11,TRAIN,NS19,30571,24290
20,TRAIN,SE4,1697,4935
10,TRAIN,CC26,2086,3299
18,TRAIN,EW14-NS26,252299,29799
17,TRAIN,EW15,106603,23497
10,TRAIN,NS11,30653,13612
9,TRAIN,SW3,2662,891
14,TRAIN,SW8,2264,2261
15,TRAIN,CC23,14096,4686
15,TRAIN,DT25,3060,2437
18,TRAIN,NE14,33132,90380
17,TRAIN,CC23,52431,4642
12,TRAIN,DT29,4229,2637
11,TRAIN,DT25,2214,1495
11,TRAIN,CC25,4574,2918
7,TRAIN,PW5,10683,6031
7,TRAIN,CC21,11143,10578
5,TRAIN,SE4,1437,141
8,TRAIN,NE5,3401,46781
20,TRAIN,PE2,1702,7915
23,TRAIN,EW23,7684,11585
12,TRAIN,DT5,10331,8309
15,TRAIN,PW6,574,1036
21,TRAIN,NS11,16672,49274
13,TRAIN,EW25,4113,3227
20,TRAIN,PW3,1223,276
8,TRAIN,EW20,32213,36403
7,TRAIN,EW18,33378,36279
9,TRAIN,NS15,22320,44914
14,TRAIN,DT20,4163,5586
14,TRAIN,DT2,4538,1645
18,TRAIN,CC17,9205,12324
18,TRAIN,EW20,38097,30199
19,TRAIN,CC23,38103,4791
5,TRAIN,CC20,754,294
7,TRAIN,PE4,4980,1011
13,TRAIN,EW4,11301,7287
16,TRAIN,CC28,2521,3606
7,TRAIN,EW13-NS25,5956,39050
6,TRAIN,SW2,6149,1131
14,TRAIN,SW7,1939,2511
11,TRAIN,NS13,35598,25764
22,TRAIN,BP13,241,681
17,TRAIN,BP5,3440,2754
11,TRAIN,CC27,2681,3046
12,TRAIN,SW8,3063,1676
5,TRAIN,NS11,19919,2481
21,TRAIN,CC3,11910,1511
6,TRAIN,SE1,7969,3985
17,TRAIN,SW4,1286,1999
7,TRAIN,CC20,12283,12908
23,TRAIN,PE4,249,762
19,TRAIN,PE6,5066,13123
21,TRAIN,SW8,754,2109
5,TRAIN,PE1,974,170
13,TRAIN,DT17,9693,29670
9,TRAIN,NS2,25353,17098
22,TRAIN,SE1,755,4110
6,TRAIN,PW6,2682,183
14,TRAIN,CC27,2723,3475
8,TRAIN,EW7,32667,23989
14,TRAIN,NS20,30077,32330
6,TRAIN,CC7,7911,3233
10,TRAIN,EW19,9519,6159
14,TRAIN,NE14,21670,20122
17,TRAIN,EW1,31552,43675
5,TRAIN,DT1,10061,3
5,TRAIN,BP6,537,9786
14,TRAIN,NE10,14446,11809
10,TRAIN,DT17,4324,18341
16,TRAIN,BP2,2303,3374
23,TRAIN,NS11,3874,22163
5,TRAIN,EW1,10569,610
10,TRAIN,NE11,3391,2199
15,TRAIN,DT23,2542,2043
14,TRAIN,CC6,5617,7969
12,TRAIN,EW32,1795,1016
22,TRAIN,NE16-STC,11872,35935
12,TRAIN,NS11,25470,18957
20,TRAIN,EW23,40738,42627
17,TRAIN,DT8,10001,4176
8,TRAIN,BP3,12120,2131
16,TRAIN,CC7,9198,6521
5,TRAIN,NS2,9512,1999
21,TRAIN,NS18,6880,17828
5,TRAIN,DT13,273,50
7,TRAIN,DT25,7881,9395
11,TRAIN,CC26,2546,2201
8,TRAIN,EW1,95608,22897
15,TRAIN,DT8,9567,3840
16,TRAIN,PW1,899,956
11,TRAIN,EW13-NS25,16248,45526
11,TRAIN,SW8,1833,1005
5,TRAIN,DT34,1099,7
7,TRAIN,BP4,7422,11756
6,TRAIN,SE4,5911,722
20,TRAIN,NS11,21471,59674
0,TRAIN,DT20,171,256
5,TRAIN,NS4,1049,1507
5,TRAIN,BP1,12958,4049
10,TRAIN,CC3,1318,8281
16,TRAIN,EW18,14760,14228
20,TRAIN,NS10,23486,61151
22,TRAIN,DT3,1469,6197
10,TRAIN,DT5,8366,7319
14,TRAIN,PE6,5340,6250
20,TRAIN,EW25,3588,11948
9,TRAIN,EW29,4494,13524
10,TRAIN,BP5,1841,1000
5,TRAIN,SE1,1465,584
20,TRAIN,BP13,499,1187
21,TRAIN,DT3,1898,7783
10,TRAIN,EW23,25745,30963
13,TRAIN,DT25,4510,2779
0,TRAIN,NS10,706,7649
5,TRAIN,BP5,906,447
20,TRAIN,NE10,10736,15183
14,TRAIN,EW4,12657,8280
10,TRAIN,EW20,10880,9923
16,TRAIN,CC12,9387,4404
13,TRAIN,CC3,4593,5111
9,TRAIN,EW17,33606,27751
20,TRAIN,DT6,4301,4947
11,TRAIN,EW11,17312,14806
20,TRAIN,DT10,1996,3746
5,TRAIN,CC6,81,41
7,TRAIN,DT31,22509,9808
0,TRAIN,CC23,77,110
5,TRAIN,NS23,555,516
18,TRAIN,BP9,3906,5948
21,TRAIN,CC28,1397,3945
17,TRAIN,PE1,2970,4690
16,TRAIN,EW14-NS26,46154,20245
9,TRAIN,BP1,32563,17265
9,TRAIN,NS4,2775,2343
8,TRAIN,BP13,4026,714
18,TRAIN,CC28,7113,9772
9,TRAIN,CC27,1009,30186
19,TRAIN,NE11,7861,6263
20,TRAIN,PE6,4079,7139
8,TRAIN,PE3,11288,6403
14,TRAIN,EW29,7804,6420
17,TRAIN,NS19,55752,53310
10,TRAIN,CC4-DT15,4068,18884
20,TRAIN,CC20,3168,4993
21,TRAIN,BP4,2957,2569
19,TRAIN,EW20,19303,22938
13,TRAIN,PE5,8335,6249
13,TRAIN,CC26,2495,2956
11,TRAIN,SW5,5368,4401
0,TRAIN,EW18,26,299
20,TRAIN,EW32,5822,2621
10,TRAIN,CC17,2671,1506
13,TRAIN,CC25,4005,3760
12,TRAIN,BP10,2575,2709
10,TRAIN,NE10,10568,8389
6,TRAIN,CC4-DT15,960,8311
7,TRAIN,EW24-NS1,75276,186472
20,TRAIN,DT17,25982,2905
6,TRAIN,CC6,1429,2865
5,TRAIN,CC8,1041,156
9,TRAIN,CC23,2805,59818
15,TRAIN,PW7,1357,1834
5,TRAIN,NE11,188,198
16,TRAIN,PE1,2482,3905
18,TRAIN,NS23,66469,62857
19,TRAIN,SE2,2992,13245
5,TRAIN,NS15,4452,2313
6,TRAIN,DT1,58537,5156
6,TRAIN,BP6,5832,26601
19,TRAIN,SE1,3075,9132
10,TRAIN,CC28,2873,2620
9,TRAIN,EW18,20047,24819
11,TRAIN,SW2,2834,1884
13,TRAIN,DT23,2315,3487
15,TRAIN,NS18,12000,11330
14,TRAIN,EW32,1838,1279
0,TRAIN,SW3,10,295
5,TRAIN,NS7,18790,4363
22,TRAIN,DT23,2235,1606
18,TRAIN,SW6,4943,7445
14,TRAIN,EW13-NS25,33395,31497
7,TRAIN,PE2,16789,7587
19,TRAIN,EW4,18418,27889
10,TRAIN,CC6,3165,6079
21,TRAIN,EW30,2401,950
16,TRAIN,CC24,30203,6706
15,TRAIN,PE1,2560,3315
6,TRAIN,EW32,1624,6533
19,TRAIN,PW7,2122,4487
17,TRAIN,SW2,3378,5338
22,TRAIN,CC4-DT15,16468,1747
8,TRAIN,EW5,75429,34295
18,TRAIN,CC24,76638,11431
7,TRAIN,DT24,12994,6319
0,TRAIN,EW32,0,158
17,TRAIN,DT6,16892,8607
14,TRAIN,CC14,6045,6803
10,TRAIN,NS23,9038,33836
21,TRAIN,EW9,10519,23984
21,TRAIN,NE10,7975,12485
14,TRAIN,NE13,15715,16204
10,TRAIN,BP4,2579,6845
17,TRAIN,EW3,22491,23570
11,TRAIN,SW4,1057,579
20,TRAIN,DT34,3730,5666
16,TRAIN,PW7,1596,2684
12,TRAIN,PE1,2987,2194
18,TRAIN,NE8,34670,52079
13,TRAIN,DT10,5414,2649
14,TRAIN,CC3,4669,4334
14,TRAIN,EW31,1734,846
0,TRAIN,NE11,13,89
16,TRAIN,DT10,6177,3791
10,TRAIN,EW3,13604,8814
23,TRAIN,EW26,2148,15245
9,TRAIN,DT27,6809,11705
14,TRAIN,PE4,893,1323
12,TRAIN,BP12,2860,1179
16,TRAIN,DT24,3345,4578
21,TRAIN,EW33,1974,2992
21,TRAIN,SW2,1409,3246
14,TRAIN,NE11,3738,3622
5,TRAIN,EW28,13847,676
9,TRAIN,BP7,1130,634
15,TRAIN,EW30,2238,482
14,TRAIN,NS18,12950,10283
6,TRAIN,NE11,3473,6791
10,TRAIN,DT33,16990,3563
19,TRAIN,DT7,6863,7943
14,TRAIN,EW5,25975,23635
12,TRAIN,SW6,2790,1989
23,TRAIN,CC8,1101,2398
15,TRAIN,DT24,2892,3791
10,TRAIN,NS22,18372,72785
19,TRAIN,BP5,2646,3408
9,TRAIN,DT5,14124,10493
6,TRAIN,PE7,8131,1103
7,TRAIN,EW17,54133,26321
23,TRAIN,DT13,3383,2313
5,TRAIN,BP13,1768,249
15,TRAIN,PE7,2506,3680
10,TRAIN,PE6,5091,4255
18,TRAIN,SW1,3232,2685
11,TRAIN,EW22,15363,17468
21,TRAIN,BP7,409,1638
18,TRAIN,CC2,18605,6113
23,TRAIN,EW15,12145,2038
11,TRAIN,DT22,4549,5476
23,TRAIN,NS23,14277,2911
17,TRAIN,BP6,18918,15314
17,TRAIN,DT1,21211,48838
15,TRAIN,DT10,8383,3250
6,TRAIN,CC2,293,1767
8,TRAIN,EW29,9735,67060
21,TRAIN,DT7,3469,2446
13,TRAIN,EW26,19520,13378
19,TRAIN,CC14,7253,12874
14,TRAIN,SW6,3991,3429
15,TRAIN,EW29,12043,4993
5,TRAIN,NE10,1278,413
20,TRAIN,PW1,898,423
23,TRAIN,EW27,3900,20601
6,TRAIN,NS10,108657,19559
17,TRAIN,SE4,2885,4877
20,TRAIN,NE5,19792,9933
21,TRAIN,NE8,29283,20356
11,TRAIN,CC16,5962,3909
17,TRAIN,EW17,35090,42622
14,TRAIN,DT25,2288,2064
13,TRAIN,CC28,2583,2269
5,TRAIN,NE9,2647,39
22,TRAIN,PE7,570,2989
19,TRAIN,BP9,1915,4948
15,TRAIN,DT7,5563,4753
6,TRAIN,CC3,220,3155
9,TRAIN,CC20,6440,4274
11,TRAIN,EW18,11127,9192
5,TRAIN,CC17,1296,141
12,TRAIN,BP2,2531,1602
11,TRAIN,NE17-PTC,24295,20473
21,TRAIN,NS7,13462,21597
21,TRAIN,BP5,1361,1947
9,TRAIN,EW27,40486,34046
8,TRAIN,EW15,15611,229581
23,TRAIN,EW22,2065,1645
14,TRAIN,NS8,14623,12824
22,TRAIN,DT25,1783,3642
19,TRAIN,DT23,9940,4766
0,TRAIN,BP12,0,6
7,TRAIN,CG2,9657,21298
5,TRAIN,CC12,550,116
16,TRAIN,NS23,29552,28372
5,TRAIN,PE6,1391,118
19,TRAIN,DT33,11174,47470
8,TRAIN,CC1-NE6-NS24,22042,48861
23,TRAIN,PE1,233,1808
7,TRAIN,BP11,15763,3073
20,TRAIN,BP4,2697,2884
7,TRAIN,CC3,579,6717
10,TRAIN,DT13,4954,14215
7,TRAIN,SW7,8907,4180
21,TRAIN,DT30,1807,8861
15,TRAIN,NE14,22370,23040
23,TRAIN,NS8,3227,10219
0,TRAIN,EW33,1,197
13,TRAIN,NS16,38352,34537
15,TRAIN,SW4,685,1378
12,TRAIN,DT6,6828,5839
17,TRAIN,BP8,3669,3093
5,TRAIN,NE13,3448,475
9,TRAIN,EW24-NS1,37666,80087
11,TRAIN,DT18,9574,13644
14,TRAIN,DT21,4800,5999
18,TRAIN,DT22,10661,15897
6,TRAIN,NS3,40136,8926
20,TRAIN,CG2,19596,14474
7,TRAIN,CC2,746,7025
19,TRAIN,EW9,20286,41223
11,TRAIN,DT30,5265,1796
5,TRAIN,NS8,17424,1827
14,TRAIN,EW9,16425,12460
8,TRAIN,DT34,10278,10722
12,TRAIN,NS28,1613,1255
23,TRAIN,SE4,196,1632
13,TRAIN,EW20,10415,10096
18,TRAIN,BP11,3550,10835
13,TRAIN,NS15,26365,20815
6,TRAIN,EW19,16271,7649
22,TRAIN,NS2,9714,22102
9,TRAIN,NS11,45859,17849
14,TRAIN,DT31,4813,4956
22,TRAIN,NE17-PTC,14090,25617
22,TRAIN,CC14,1653,4579
20,TRAIN,CC16,6578,10098
8,TRAIN,CC16,23021,26260
19,TRAIN,NS5,21704,73027
21,TRAIN,NS23,49910,11483
8,TRAIN,PE4,3045,821
15,TRAIN,DT34,2774,2638
6,TRAIN,NS8,56940,13420
0,TRAIN,SW6,17,378
16,TRAIN,NE8,22160,23385
11,TRAIN,EW9,14081,9293
11,TRAIN,DT31,5353,3512
16,TRAIN,EW6,6970,11889
15,TRAIN,NE11,7737,3862
10,TRAIN,SE5,1952,732
16,TRAIN,BP6,12503,12354
16,TRAIN,DT1,14832,28534
14,TRAIN,CC24,14461,15467
7,TRAIN,NS18,33652,17304
20,TRAIN,NE9,16546,21424
21,TRAIN,DT27,3260,5480
16,TRAIN,EW29,20715,5102
23,TRAIN,DT20,3539,1698
16,TRAIN,EW15,39178,16924
9,TRAIN,EW32,1412,2892
17,TRAIN,BP7,1326,2399
19,TRAIN,DT21,12335,7300
18,TRAIN,PE6,6068,13362
0,TRAIN,DT34,1,476
20,TRAIN,CC11,18328,7723
16,TRAIN,NS7,14313,19605
23,TRAIN,NS15,3050,5322
22,TRAIN,EW26,6394,30179
12,TRAIN,NE5,9308,11899
19,TRAIN,DT3,3461,17517
17,TRAIN,NS2,39615,46417
23,TRAIN,EW30,129,441
10,TRAIN,SW7,2475,1010
18,TRAIN,PE5,4641,11684
13,TRAIN,NE11,4885,2857
22,TRAIN,PW3,258,114
20,TRAIN,SE3,927,5185
12,TRAIN,DT13,8758,16913
23,TRAIN,NS16,8139,35601
0,TRAIN,CC1-NE6-NS24,352,235
14,TRAIN,BP9,4499,1857
19,TRAIN,EW24-NS1,133214,114733
12,TRAIN,NS23,18238,38488
21,TRAIN,PE4,722,1616
20,TRAIN,PE5,1709,7196
15,TRAIN,CC26,3390,2281
5,TRAIN,CC11,1635,811
17,TRAIN,EW9,24874,23610
22,TRAIN,PE6,1818,3380
22,TRAIN,NS19,13749,32072
21,TRAIN,NS8,11397,24063
11,TRAIN,PE2,4250,2086
11,TRAIN,EW28,18043,11248
10,TRAIN,EW14-NS26,14595,53941
14,TRAIN,CC4-DT15,11045,12346
7,TRAIN,EW3,39858,22530
19,TRAIN,DT8,7206,5148
11,TRAIN,NE9,18678,11622
19,TRAIN,CC17,4520,7279
8,TRAIN,DT30,31895,3749
18,TRAIN,PW5,2970,7084
17,TRAIN,PE5,5273,7450
7,TRAIN,DT6,9964,12671
22,TRAIN,BP12,380,1668
6,TRAIN,NS16,63168,35429
13,TRAIN,NS10,30507,23364
8,TRAIN,DT8,7094,8937
21,TRAIN,CC14,2053,5482
16,TRAIN,DT33,8977,15094
9,TRAIN,PW4,451,409
21,TRAIN,BP12,699,2037
7,TRAIN,SW2,10120,2398
18,TRAIN,CC21,11157,23030
13,TRAIN,NE10,13674,11080
5,TRAIN,EW31,686,630
23,TRAIN,BP9,106,789
9,TRAIN,EW7,18462,11719
5,TRAIN,BP12,2207,87
10,TRAIN,EW26,23858,7770
20,TRAIN,EW27,37905,70187
15,TRAIN,EW3,13435,15402
13,TRAIN,CC27,2741,4781
16,TRAIN,DT21,6763,4541
5,TRAIN,EW6,1223,156
18,TRAIN,NS3,18327,54252
23,TRAIN,DT18,4981,702
9,TRAIN,SE1,5493,1552
9,TRAIN,DT3,11637,2417
17,TRAIN,PW4,1010,304
20,TRAIN,SW1,1596,1808
8,TRAIN,DT13,8156,19048
13,TRAIN,DT2,1842,1234
20,TRAIN,EW24-NS1,113940,60164
14,TRAIN,DT18,11120,9807
18,TRAIN,EW27,93923,142355
23,TRAIN,NS20,3921,2897
12,TRAIN,BP11,2783,1892
13,TRAIN,DT24,3939,3032
17,TRAIN,SW5,7235,9683
17,TRAIN,CC28,4861,5606
0,TRAIN,DT29,29,565
22,TRAIN,CC24,9004,2013
23,TRAIN,DT30,531,4114
0,TRAIN,SE2,17,685
16,TRAIN,EW13-NS25,36953,27911
22,TRAIN,BP8,1310,1341
12,TRAIN,PW4,911,269
7,TRAIN,DT10,9580,18045
18,TRAIN,DT34,13111,8670
23,TRAIN,CC6,2781,621
17,TRAIN,NS13,58537,88490
10,TRAIN,CC8,4697,3623
13,TRAIN,SW8,2068,3345
12,TRAIN,EW22,15911,17869
21,TRAIN,NS2,14617,28334
11,TRAIN,PE3,5115,3348
23,TRAIN,NE8,7326,7093
5,TRAIN,NS18,3175,609
14,TRAIN,BP5,1921,1899
9,TRAIN,PE2,6948,1680
8,TRAIN,DT28,25391,31492
8,TRAIN,DT20,11613,17086
6,TRAIN,DT30,10752,4399
15,TRAIN,CC21,10816,9255
16,TRAIN,EW22,28983,7832
15,TRAIN,BP12,3083,1760
19,TRAIN,NS10,33446,103690
16,TRAIN,SE3,1673,3270
13,TRAIN,CC14,8019,6655
11,TRAIN,NS20,26997,31770
17,TRAIN,BP4,15139,3754
10,TRAIN,DT29,6492,1805
11,TRAIN,DT34,3720,2065
23,TRAIN,CG2,8501,4993
14,TRAIN,PW6,674,954
15,TRAIN,EW1,21931,26464
0,TRAIN,BP10,0,9
10,TRAIN,SE4,3791,1720
13,TRAIN,EW11,16567,18019
11,TRAIN,SW3,1861,1394
6,TRAIN,EW27,73614,42464
22,TRAIN,DT34,1652,2839
14,TRAIN,SE1,3587,4186
23,TRAIN,CC12,475,1633
19,TRAIN,EW7,14229,32067
9,TRAIN,DT10,7302,2119
20,TRAIN,DT24,2900,6537
13,TRAIN,NE13,15435,13555
23,TRAIN,EW19,1568,4425
0,TRAIN,EW13-NS25,479,109
5,TRAIN,PW3,65,36
19,TRAIN,CC5,8390,5365
5,TRAIN,EW3,4973,229
10,TRAIN,DT21,3292,7096
21,TRAIN,PE3,2780,5009
10,TRAIN,NE5,5095,17256
19,TRAIN,NE14,23170,72595
5,TRAIN,DT27,664,160
21,TRAIN,PE6,4135,4674
22,TRAIN,CC16,3735,6129
17,TRAIN,PW5,3199,4621
22,TRAIN,EW30,1157,728
8,TRAIN,DT17,4476,115180
12,TRAIN,SW7,2463,1784
23,TRAIN,NS10,3905,23112
23,TRAIN,EW13-NS25,18116,2071
7,TRAIN,EW23,88099,95662
18,TRAIN,SW4,1769,3049
0,TRAIN,EW3,69,1542
12,TRAIN,NE8,17867,26489
19,TRAIN,CC2,10524,3893
9,TRAIN,CC5,2630,10708
23,TRAIN,EW9,3166,9919
10,TRAIN,DT20,4025,5607
21,TRAIN,NE15,3719,21668
10,TRAIN,PW1,187,464
14,TRAIN,BP11,2084,2635
15,TRAIN,SW5,5803,6948
6,TRAIN,BP8,5780,4026
17,TRAIN,EW23,74273,63113
11,TRAIN,NE5,6314,10827
8,TRAIN,PW7,4159,1670
18,TRAIN,EW17,50048,75183
22,TRAIN,EW19,4430,9215
0,TRAIN,CC17,9,348
12,TRAIN,NS22,33719,69350
17,TRAIN,CC12,10773,5985
10,TRAIN,NS7,16796,10717
10,TRAIN,DT23,2051,4317
8,TRAIN,CC25,11929,22711
22,TRAIN,NE5,17949,6263
7,TRAIN,DT27,13088,18510
10,TRAIN,CC25,4249,3125
22,TRAIN,CC17,846,2395
6,TRAIN,DT31,10487,2765
9,TRAIN,CC26,3157,10937
21,TRAIN,PE2,1036,5899
5,TRAIN,EW17,5027,366
19,TRAIN,NS13,42959,129559
11,TRAIN,SW1,1529,1459
10,TRAIN,DT30,6644,1551
8,TRAIN,EW6,34380,18637
10,TRAIN,NS9,26003,26130
16,TRAIN,CC6,6713,8285
12,TRAIN,EW1,24054,13767
5,TRAIN,NS20,987,1682
15,TRAIN,EW32,2316,945
18,TRAIN,NS4,10443,7737
18,TRAIN,BP1,56934,106745
17,TRAIN,EW7,17342,21194
13,TRAIN,EW7,10874,10549
6,TRAIN,SW5,13394,1839
13,TRAIN,DT3,5158,4018
5,TRAIN,DT8,97,194
20,TRAIN,EW11,13329,14688
21,TRAIN,CC6,12578,2464
12,TRAIN,SE4,3559,2210
8,TRAIN,CC17,11719,9182
11,TRAIN,CC23,7834,9557
19,TRAIN,EW18,22763,26183
13,TRAIN,EW17,23126,19475
8,TRAIN,CC5,3456,17146
0,TRAIN,NE10,99,303
16,TRAIN,NS22,55915,42353
19,TRAIN,BP13,990,3369
18,TRAIN,CC23,68326,6928
5,TRAIN,DT29,1448,38
23,TRAIN,DT25,615,1840
19,TRAIN,EW5,33088,69626
16,TRAIN,PE7,2829,4291
0,TRAIN,NS5,434,4125
21,TRAIN,EW19,8049,12172
21,TRAIN,NS22,81874,12841
14,TRAIN,EW19,7888,9408
19,TRAIN,CC7,9230,12721
8,TRAIN,EW23,75546,81616
23,TRAIN,EW32,266,749
15,TRAIN,DT18,10256,5884
22,TRAIN,NS7,15657,22153
10,TRAIN,DT28,7008,3860
15,TRAIN,NS14,20240,21364
10,TRAIN,SW1,1182,1263
18,TRAIN,CC6,13017,19454
21,TRAIN,DT6,4668,4125
12,TRAIN,SE2,4272,3013
8,TRAIN,BP12,6993,2774
6,TRAIN,DT18,465,9570
11,TRAIN,DT28,6539,3343
18,TRAIN,EW3,27033,45521
6,TRAIN,DT2,7644,2315
11,TRAIN,EW4,10761,5204
20,TRAIN,CC27,8720,807
16,TRAIN,EW28,23503,17139
18,TRAIN,DT2,4938,4685
10,TRAIN,NS2,17566,13079
23,TRAIN,DT7,900,755
11,TRAIN,NE10,10739,7181
5,TRAIN,NS14,14177,2020
20,TRAIN,DT1,7491,49512
20,TRAIN,BP6,18629,6867
23,TRAIN,SW4,129,504
23,TRAIN,DT24,536,3434
12,TRAIN,NS20,35974,39013
19,TRAIN,NS8,21902,44222
14,TRAIN,DT33,10013,9263
14,TRAIN,NS16,39368,37746
11,TRAIN,NS8,18399,8177
6,TRAIN,DT21,1402,2134
17,TRAIN,EW28,50035,34618
13,TRAIN,CC11,10609,12554
14,TRAIN,DT27,5740,4571
19,TRAIN,PE3,4200,12848
12,TRAIN,NE13,16232,12091
6,TRAIN,EW11,14512,6944
18,TRAIN,EW25,7619,25558
15,TRAIN,DT2,2700,1471
0,TRAIN,SW2,42,236
17,TRAIN,NE14,27018,44330
10,TRAIN,EW25,5717,2440
22,TRAIN,NE15,2713,16523
12,TRAIN,SW4,1151,859
7,TRAIN,NS20,19034,83337
14,TRAIN,DT22,5198,4911
6,TRAIN,NS2,44422,16140
0,TRAIN,NS20,153,261
8,TRAIN,PE2,12666,2068
11,TRAIN,NE14,26046,12018
14,TRAIN,EW30,1007,707
11,TRAIN,SE5,1902,1209
5,TRAIN,SW2,956,263
20,TRAIN,SW6,1188,4575
14,TRAIN,EW18,12382,12291
10,TRAIN,NS15,17227,23075
11,TRAIN,EW1,24256,10785
6,TRAIN,NS28,1952,991
8,TRAIN,EW10,26977,12623
18,TRAIN,PE2,4615,11160
18,TRAIN,DT3,6974,19295
8,TRAIN,CC6,7262,9342
0,TRAIN,PW1,30,9
19,TRAIN,EW1,21105,76844
17,TRAIN,EW18,32722,21190
21,TRAIN,PE7,1001,4286
7,TRAIN,BP2,16608,2367
20,TRAIN,SW2,1975,4414
11,TRAIN,EW23,26840,33232
10,TRAIN,EW15,13282,51846
11,TRAIN,SE3,2522,988
15,TRAIN,DT27,6114,4482
22,TRAIN,EW18,5664,10779
15,TRAIN,NS13,35991,47243
8,TRAIN,NS3,43388,12932
21,TRAIN,EW22,15716,4980
21,TRAIN,EW17,18553,26398
17,TRAIN,PE3,5594,8688
15,TRAIN,NE17-PTC,27860,34846
21,TRAIN,PW7,1133,2396
17,TRAIN,NE15,11002,23890
14,TRAIN,PW3,171,254
8,TRAIN,EW9,43099,31510
21,TRAIN,DT5,7840,11321
16,TRAIN,SW8,1779,1894
12,TRAIN,NS7,12842,11313
21,TRAIN,EW7,5587,18903
9,TRAIN,NS8,31852,11971
6,TRAIN,NS14,62416,18181
11,TRAIN,EW15,21729,34258
20,TRAIN,NS18,7823,17902
18,TRAIN,EW33,8051,6239
23,TRAIN,SW8,149,679
14,TRAIN,PW5,1588,1969
8,TRAIN,DT22,11018,8535
19,TRAIN,BP2,2071,8040
8,TRAIN,DT5,29747,14662
17,TRAIN,DT20,10574,8459
23,TRAIN,PW1,241,81
21,TRAIN,BP11,1070,3860
8,TRAIN,EW30,2251,16923
16,TRAIN,DT22,5374,6311
21,TRAIN,PW5,893,5319
0,TRAIN,EW5,163,1894
11,TRAIN,PE7,3269,1886
7,TRAIN,CC17,14102,10812
17,TRAIN,NE16-STC,42461,65905
11,TRAIN,PW3,263,173
0,TRAIN,SW7,12,302
8,TRAIN,BP2,11029,1595
18,TRAIN,DT30,6863,25978
11,TRAIN,DT24,3587,2115
5,TRAIN,CC26,387,433
10,TRAIN,DT1,25325,6692
10,TRAIN,BP6,4513,11252
18,TRAIN,EW29,70509,13306
19,TRAIN,EW25,5124,19671
0,TRAIN,EW29,14,265
15,TRAIN,NS20,39691,24155
22,TRAIN,NS10,10374,47875
19,TRAIN,DT31,6090,20041
21,TRAIN,DT20,6532,4922
16,TRAIN,EW1,23090,30110
8,TRAIN,EW24-NS1,67389,160781
23,TRAIN,SW1,206,310
16,TRAIN,PE6,6246,6255
8,TRAIN,CC27,1421,50557
19,TRAIN,DT5,14013,28263
17,TRAIN,DT7,8218,6641
15,TRAIN,DT20,3953,4681
20,TRAIN,SW7,1161,3623
7,TRAIN,CC6,3821,5387
15,TRAIN,NS11,22039,34085
5,TRAIN,DT2,209,42
9,TRAIN,NS5,32975,12325
9,TRAIN,EW10,15028,7319
13,TRAIN,CC1-NE6-NS24,35670,31214
16,TRAIN,NS19,33226,37688
0,TRAIN,SE3,14,555
8,TRAIN,NE11,8663,20722
21,TRAIN,EW4,6679,15765
16,TRAIN,CC25,6458,4093
19,TRAIN,BP8,3889,4098
16,TRAIN,DT13,10111,7907
18,TRAIN,CC5,16002,6728
7,TRAIN,SW6,11203,7787
0,TRAIN,DT13,205,248
5,TRAIN,EW32,477,619
23,TRAIN,DT17,2885,447
9,TRAIN,EW14-NS26,9491,192115
16,TRAIN,DT25,3633,3048
6,TRAIN,DT17,878,11284
10,TRAIN,EW27,29143,26281
11,TRAIN,CC11,8828,9768
14,TRAIN,DT1,15555,19153
14,TRAIN,BP6,9482,11872
15,TRAIN,PE4,1008,1415
11,TRAIN,EW3,13414,9213
21,TRAIN,EW32,2345,1937
20,TRAIN,DT30,2415,12307
21,TRAIN,DT24,2418,5379
15,TRAIN,EW22,25494,10532
21,TRAIN,NE11,2934,3985
11,TRAIN,NS10,33415,14456
5,TRAIN,NS22,484,1163
21,TRAIN,SW5,4043,6408
9,TRAIN,CC25,6769,9974
7,TRAIN,DT30,25010,6170
17,TRAIN,NS11,47086,62030
5,TRAIN,BP9,1795,831
5,TRAIN,EW25,5680,321
18,TRAIN,DT5,21437,32407
5,TRAIN,BP10,3559,343
9,TRAIN,PW6,1430,469
21,TRAIN,NE9,10630,19113
20,TRAIN,BP2,1297,5250
10,TRAIN,NS18,13623,6481
7,TRAIN,EW26,122927,56970
21,TRAIN,PE5,1140,5427
10,TRAIN,NE14,29982,11192
13,TRAIN,CC17,3595,2617
16,TRAIN,EW27,41744,49079
13,TRAIN,PE1,4467,3606
12,TRAIN,PE4,1076,798
22,TRAIN,EW32,1329,1555
10,TRAIN,EW9,16591,9870
21,TRAIN,CC11,11117,7355
16,TRAIN,NE17-PTC,29590,39487
23,TRAIN,DT21,3698,1041
23,TRAIN,NE17-PTC,3703,13295
19,TRAIN,NS22,79533,47823
15,TRAIN,NS10,25620,30873
13,TRAIN,NS3,14397,11709
5,TRAIN,EW11,2432,387
21,TRAIN,EW20,7630,12603
10,TRAIN,SW3,2000,958
19,TRAIN,NE10,18194,23247
23,TRAIN,SW2,351,1052
